text,label,sentiment
"Okay nman sya sa face indi nKakairita at indi malagkit, sa delived namn medyo matagal lang hehe 19 ko inorder 23 dumating.",3,Positive
Maayos naman ang pagkapack nya. Maganda naman mga order ko kaso Ito medyo manipis at malambot yung stick kala ko katulad nung pangkaraniwan stick pero ok na Rin pwede na. Ty po,2,Neutral
Ayus naman sya maganda kaso ying size 39 is maliit pala pero its good naman maganda,4,Neutral
2L ang inorder ko pero 1L lang po dumating. at iba pa ang itsura ng order ko sa dumating.,1,Negative
Pano po ito? Lugi kmi almost half na ang nawala sa bottle ano pa magagamit namin dito? Ang service ni seller ndi nmn always available pano nmn to maibbablik? Can someone pm me about this?,0,Negative
"bakit kaya ayaw gumana? need ba nitong i charge muna na matagal? kasi sinubukan ko 1 hour na nkasaksak tapos after 1hour hindi pa rin nag start. nakalagay naman dito double click, hindi pa rin umiikot yung blade ang hassle pa nman mag return kasi ang layo nmin. sana dinouble check nila yung item",1,Negative
thank u po. sna magtagal. testingin nmin mamayamg gani sana maliwanag din. will buy agin basta matibay at ok xa in the long run.,4,Positive
"I don' t really liked it much. Kasi manipis sya, Akala ko pa Naman medyo makapal ito like parang solid fabric sya. pero d pala",2,Negative
"hnd mrunong ang seller ang order ko ay GOLD AT BLACK POUCH ibngay sken silver, sna marunong si seller sumunod sa order ng customer!",1,Negative
"kaso, mali ang item na dumating. sa video di yan ang order qo, 1st time qo umorder sa shoppe na mali ang item dumating. yang sa order details qo, yan dapat ang order qo. bakit gnito? 3stars lng sa ngayon, i hope ma return ang item.",1,Negative
Damage po nung dumating ung octopus type na pod. Hindi ko po alam kung dahil ba sa deliver kaya siya nasira. Trinay ko siya ifix tru shoe glue pero ayaw talaga,2,Negative
Namamatay cya ndi deretso mgcharge. modus ampanget ng item.,1,Negative
Maganda sna kaso lhat ng usb port hindi gumagana. Umiilaw nmn sya kya lang d tlga sya gumagama. Deffective. Sad.,0,Negative
"Solid ang ganda po ng jacket, akala ko bitin yung size na xl matangkad kasi ako, saktong- sakto lang, order po ulit ako sa sunod. Thank seller at kay kuyang nagdeliver! More power sa shop na to!",4,Positive
Bakit gray po ung pina dala. black po yung order ko. sana nag inform po sana kayu na di po pla avilable ung color. ahai.,1,Negative
Grabe ang tagal na nga na ship out tas may defect pa yung item,1,Negative
Ayos na ayos hehe 1 lang pero nagana siya thumbs up sa seller,3,Positive
Ok naman umandar. pero di siya makakuha ng connection sa cable t. v kaya wla channel.,4,Neutral
Mali po yung item na nareceive ko sa inorder ko and iba rin ang color. in good condition yung items mas mura nga lang ito kesa sa binayaran ko.,3,Negative
Ang pangit sobra. cra cra na at luma pa. old stock n xa ky wag n kau mag order syang lang pera nyo,0,Negative
"SUPER WRONG ITEM! Yung naipadala pa is only fit sa 12 years old. I- coordinated with them first thru chat before ako magbigay ng review para sana maayos muna privately, then naghintay ako ng ilang days para dun sa sinasabi nilang update then mauuwi lang sa wala.",0,Negative
"Okay naman ang packaging safe siya. Pero ang liit lang pala niya in person at hindi ganon kalakas ang ilaw mas lakas pa yata ang ilaw ng phone, inorder ko kase akala ko sensor yun kase nakalagay sa pic. Pero hindi pala stady lang siya.",0,Neutral
"Ok Lang. Kala KO kasya sakin un large Haha Muntikan di magkasya. 32waistline. Large Di kasya, dapat Pala xl. Un cycling, manipis naman po Pero ok nalang din. Kasi NGA Mura. Kaya siguro ganyan. haha",2,Neutral
Photo and video is not related. Mabilis naman nashipout ang item mabilis din nareceived. kaso hindi din gumana sa speaker ko ewan ko kung bakit.,1,Neutral
"4 stars po muna. Una, mali po yung color nung isa, dapat po light blue pero ang dineliver light pink. Last, kinontact nga ako nung seller dahil di na raw available yung light green na inorder ko kaya sbe ko black nalang then pagdating naman sakin black nga mali naman ang size. However, ok quality.",3,Neutral
"Very disappointed ang linaw ng order ko dark gray pareho naka indicate ang size color, ang tagal inintay mali pa ang deliver sana nag inform muna kyo hindi ung basta na lang pinadala khit mali. seller nakakasira ka sa hanapbuhay namin maliit na puhunan ang pinapaikot ayun stock sa mali nyong pinada",0,Negative
128gb nga yung dumating pero nung insert ko na sa phone ko 134gb nakalagay tapos nung nag move ako ng files to sd card 4gb lng naman yung na move ko nag insufficient na sya di na mapasokan ng files. nag corrupt sya pangit yung quality binigay. Sayang pera ko pwede nyo bang irefund kahit 64gb. Lng plsss,0,Negative
Mali yung color na pinadala Black po kasi order. next time po check nyo po maigi. Magmessage po kayo kung hindi available yung color,2,Negative
Sobrang dilim jusmiyo tapos dipa nagana yung bluetooth nya nakakadismaya although naka wrap nmn ng maayos at may bubble wrap kaso madilim nmn yung ilaw,0,Negative
Grabe maningil rider sobra sobra. At d man lang nagreply store nato sa concern ko. Salamat nalang sa lahat,0,Negative
Sayang hindi ata compatible sa speaker ko. Hindi ko rin nagamit,2,Negative
Na received ko na. Mabilis lang na deliver pagka shipped ng seller. Ang mejo pangit lang packaging nakaka takot hehe Alam naman natin walang kaingat Ingat mga courier hindi masyadong safe yung box. Ang tindi ng yupi. Pati box ng iPhone nayupi din buti safe yung cellphone. Pero 5 stars pa din.,4,Positive
working naman lahat ng item sana mgtagal natawa lang ako kay seller kasi yung order ko na casing na rosegold na Worth 39 php only out of stock siguro kaya nglagay sya 50 pesos haha grave salamat seller at least d sya tulad ng ibang seller na kunga ano2 nlng illgay n product kpag wala item.,4,Positive
Isa lng dumating. Tatlo ang gi order ko. Tapos ang tagal pa! Wlang reply ang seller!,0,Negative
"Mabilis syang nadeliver and keri lang naman yung product meron lang syang konting butas sa gilid sa may bandang bulsa hindi ata nasama sa tahi pwede naman tahiin pero sana next time icheck muna ni seller bagi ipadeliver. Thank you parin ng marami sa seller and sa nagdeliver, Nagustuhan ng kapatid ko sakto lang yung haba nya kasi matangkad yung kapatid ko",3,Neutral
Okay nman medyo malambot lang remote parang madali masira,1,Neutral
Medyo matagal lng ang delivery galing China pa kasi pero sulit naman Pag iintay ko. Maganda naman sya at worth ang pera binili ko dito,3,Positive
Manipis tela and yung pagkatahi parang madali matastas,3,Negative
manipis pero ok na rin ang bilis dumating ng parcel haha worth naman sa price.,2,Positive
"Very disappointed ako sa order kong tripod, sa dami ng shop na pinagpilian ko orderan nito pagdating ng item sira, may kulang pang parts, sana naman po chineck muna bago iship. Mabilis nga nadeliver. Sira naman",1,Negative
"Now lang naedit may sira sa second na butas sa takip, kaya pala sumisingaw",1,Negative
Wag kau bibili dito. Nacurrupt halos kalahati ng file ko sa gallery. May issue ang memory card na nalabas. Bwisit na memory card yan.,0,Negative
Hnd ganun ka flat yung base sa gitna. Kaya maalog yung stand. Kakalsuhan mo pa.,2,Negative
Maganda sana kaso yung sizes masyadong maliit 2xl binili ko pero sobrang sikip pa rin sa akin nung sinuot ko,1,Negative
Now ko lng na notice after 1 month. Kasi nakita ng kapatid ko at tinanong nya ilng inch Nung snbi ko 24 tinawanan ako,1,Negative
Parang bawas ung lotion unlike ung nabibili sa mall.,2,Negative
AKALA KO TALAGA OKAY SIYA PERI DI PALA PANTAY SELLER PALITAN NYO TUNG PINADALA NYO. ANG PANGIT PALA NG SHOP NATO. Ang sayang ng 306 ko sa sa iba nalang ako bumili,1,Negative
Super nice ang quality Ng tela. Ang daling dumating.,3,Positive
Dalwa po yung inorder ko pero hindi po gumagana yung isa christmas gift ko sana sa nanay at tatay ko. Pero yung pink okay naman sya.,3,Neutral
Hindi ko pa na- check if complete pati mga screws. Mukhang okay naman. On time ang shipping and okay ang packaging. Will edit review if there is an issue.,4,Positive
"hindi po straight ang trap nya, hindi ko alam if designed ba talaga na baliko siya?",2,Negative
"Price: 118 Affordable Variation Well- packaged L ang order ko pero maliit pa din sa akin, medium built lang naman ako. Medyo manipis ang tela sa top, sa bottom makapal pero dinidikit lang siya kaya natatanggal. Sobrang igsi din niya. Yung tie niya para net style, hindi ko bet.",2,Negative
kulanhg ung dumating wala yung pinaka body na ikakabit sa stand at sa phone holder pano magagamit to nakakabwesit kung merong 0 star un bibigay ko mga mang loloko,0,Negative
"infairness po maliit pala siya. hahahahah, pero maganda naman po, salamat seller, sakto lang Yong sound. gumagana naman po lahat. thank you shoppe.",4,Positive
sira bumubukas oero hindi tumutunog di ko marefund ayaw naman ako tulungan ng seller sa process will not order again,0,Negative
Not worth it to buy! Isang beses mo lang magagamit after that dina nagana!,0,Negative
Nakakadissapoint umorder dine Chat ako ng chat sa seller neto na sira ung speaker na pinadala nya umasa pa nmn ako na mapapalitan kse nag reply namn sya pero hndi pala sayang lang ung pera ko,0,Negative
"Ang dali nya mafull charge ang dali ding maloabat, inshort nd xa ok, sayang pera kung ganito lang din quality, mura nga xa, kaya lang d mo naman xa mapapakibabangan, nakakalungkot, mabibili mo nga xa ng mura, poor quality naman, dun nalang kau sa mahal basta good quality, para d sayang pera,",2,Negative
"Delivery time super tagal june 2 ako nag place ng order na recieved june 21, sa tagal nag message nako kay seller huh na i cancel na lang pero nag message naman. items well packed, kaya lang yung order ko iba 3 nilagay ni seller na correction na clear ung isa dapat nun may colored haisttttttttttt",2,Neutral
Maganda sana Yung kulay kaso sobrang nipis Ng tela.,1,Neutral
Fabulous bagay skin ung shade na Napili ko Cutie pa ng packaging,3,Positive
Mganda po thank po magustohn po ito ng asawa ko Bilis dn po ng deliver 2 days plang asa akin na ung item maaus dn nman po ung pag ka package nya. Slamt po,3,Positive
"Video not related. Arrived in good condition, and walang damage. I was kinda disappointed kase akala ko yung color medyo pinkish nude, nung na try ko na ilagay sa lips ko, medyo orangey. Pero overall okay padin kase super pigmented nya.",3,Neutral
Black ang order ko sa Brow Soap. Crystal Grape sa Lipstick. Pero clear parehas ang dumating OM,0,Negative
Complete naman kaso Di sya ganun kalakas at parang sobrang naipit nag puputol sya kapag kinakabet ko yung earphones.,1,Negative
"Hindi naibigay nang maayos order ko. Kulang ng isa. Pero maayos naman yung usb light pati baunan ng tubig. Sana next time kumpleto naman order. Kung di lang mahirap mag refund, jusko. Wala pang holder yung tripod.",1,Negative
Maganda sya. Maganda quality. Ok naman. Sana kasya sa paa ng lalaki. More choices sa mga boys sana. Choosy n shopee e madilim naman tlaga isang mejas. Dark daw kasi.,4,Neutral
Maganda naman siya malakas rin yung mic lang basag yung boses pag kakanta ka. HAHAHA kala ko may adjust sa mic. Pero ayos,3,Neutral
Order ko 28 small laki sayang goods naman sana kaso gastos ulit for repair,0,Negative
"Pang 3rd order ko ata to sa shop, and nagustuhan ko ngayon because the clips have its own plastic. Individually wrapped sya. Ang galingggg hahaha pang gift ko sa pasko. Thank you!",4,Positive
Quality wise ang product. Solid. Solid. Solid. Quality wise ang product. Solid. Solid. Solid. Matagal nga lang dumating. Pero oks lang sa ibang bansa naman galing kaya I understand.,3,Positive
Feeling ko okay Kasi nanood ako before nag order. saka positive lahat Yung comments thank you po,4,Positive
Packaging was not secured. Nasa labas na ng box yung blower.,2,Negative
For the second time Mali na naman ang item Tama ang size 2liters pero ang color mali I ordered Gray/ black pero dumating Blue/ orange Take note nag message pa ko sa inyo nyan,0,Negative
Disappointed ako sa product. Akala ko ba ndi nabubura eh 1 swipe pa lng Ng daliri ko natanggal na agad. Kaya napabili ako Kasi Akala ko totoo,0,Negative
"Super dismayado wala yung slotted spoon na dihamak na mas mahal sa whisk na ginawa niyang dalawa yung whisk, madaya si seller kaya pala yung nag send siya, yung box lang pinakita niya hindi yung laman.",0,Negative
"At first akala ko wala siya hangin bat ganun, medyo mahina lang siya ng konti pero gumagana naman pwede na para sa presyo na.",4,Neutral
Ganda sana sana din di madaling masira kasi hindi maayos pagka balot wallang buble wrap tapos yong mic half lng ang buble rap,1,Neutral
Ayus nman sana Kaso black order ko white dumating. Tpos bilis ma lowbat ndi nakakafull ng isang charge ng cp.,1,Negative
Malupit na pack neto. Order ko Dark grey at Grey Dumating Yellow at pink hahaha. kakadissapoint.,0,Negative
Di inayos ang packaging. Ang layo ng itsura compare sa picture. Maliit lang talaga. Size is very different from the picture. Like for kids around 5- 10 yrs old lang ganon tas pangit pa ng stitch. Kalas kalas ang sinulid. Di pantay ang pagkakatahi. Halatang binasta nalang ang tahi. Dont buy this.,0,Negative
mabilis Ang deliver. ligit item di pa na try sna worth it at tumagal thanks seller haizt Ang bagal magcharge,1,Neutral
"Mabilis sya malowbat late rating na po hindi ko po nagamit ng palagi po kasi mabilis lang talaga malowbat peru effective po sya ma blend po talga ang mga fruits na malambot po yun lang po,",2,Neutral
"Super ganda nya, I didn’ t expect na ganto sya kaganda. Super nice ng frame nya and nakakatulong talaga sya sa online class ko. Video and photo is not related to the product",4,Positive
"So far so good, napaka linaw nya. Medyo mahina nga lang audio but excellent for dual monitor purpose. Hope this last.",4,Positive
Fair po siya sa price niya maganda rin po ang sound niya,4,Positive
Pangalawang araw palng nasusuot Ng bf ko ung pants tapos nasira agad ung zipper pero ok namn sobrang Ganda Ng tela thank you,4,Neutral
Bakit iba Po Ang Pina dala nyo sa inorder ko nag chat Po ako sa iyo na my order Po Yan sana Po pag wlang stocks nag inform Po kaagad kayo diba Po nag negusyo Po kayo same din Po tayo oh sapalagay nyo Po kukunin to ni customer Kasi iba pinadala nyo kng sa inyo Po mangyari hndi kayo magagalit isipin nyo Po nag negusyo nga Po kayo para kumita diba bakit Naman Po na iba Pina dala ganyan ba Ang magandang pagnenegusyo Ma bait Po akong tao pero kng Ina agrabyado ka same din tayung nag bibinta kawawa Naman Ang tulad ko na gusto lng namang kumita hndi Naman siguro Kyo bulag na hndi nyo alam o gusto nyo lng talaga na Mang luko. Pag ano dapat inorder Yun dapat padala nyo kng wla Naman stocks mag inform kayo para hndi din Magalit mga customer nyo dapat ung mga reseller ung priority nyo Kasi kikita kmi kikita din kayo Sana kng maayus lng ung items na pinadala nyo Sana sa inyo na ako kukuha lagi pero wla eh Basta mka Pera lng kayo okey na sa inyo wlang problema sa items good Naman pero Iba Kasi ung inurder iba din Pina dala nyo ito ung Sina Sabi na expectations vs reality,0,Negative
"Very disappointed, dalawang variety ng color yung order ko yet iisang kulay lang daw ang dumating pinaorder ng tita ko sa' kin) tho i wanted to na ipa rts na lang kaya lang hassle na sa side ng tita ko kaya I' ll rate it na lang ng two stars.",1,Negative
"Super nice ng quality nya as in. Ganda ng pagkakagawa. Yun nga lang parang medyo malaki or mahaba sa harapan banda. Usual size 36 ang kinuha ko pero okay naman pa rin di naman masyadong halata hehe. Anyway, thankkss",4,Positive
Bkit gnun mga 5mins lng nagana ilaw nwawala n agad. Deffective,2,Negative
Napahina ng tunog naman nito puede ko po ba irefund sayang lang pera ko.,3,Negative
Sus akla kb nmn mgnda bwisit d nmn mka hiwa Ng saging. Kya lng Ako npbili KC s vloger nkita k mgnda. n sayang lng Pera ko bilis p mlowbat,0,Negative
"Good quality… sana nkabubble wrap po next time, para mas safe po yung mga orders… sana gumana po…",3,Neutral
Okay na rin. 4 star lang kasi yung black naging blue.,3,Neutral
Panglima ko na tong comment 2ngkol sa freebie na toh. Pare parehonhlg,4,Negative
Very aesthetic tingnan sa office. Mapapa igib ka talaga ng tubig maya- maya.,4,Positive
Mabilis dumating kakaorder konplang nag 31 ata un dumating agad ngaun. pro nka lagay s 9 pa ang dating nya buti nlang my pera n kong naitabi.,3,Positive
Ang ganda mukang matibay sana tumagal sya excited n kung gamitin wlang damage and safe n safe ang pag kakabalot tama lahat ng order q sure i will buy again,4,Positive
"Hindi KTS yung pinadala, pero bakit yung nasa description is KTS daw? No choosing of color; Regarding sa item, link bits yung brand na natanggap ko, ok lang kung nag inform ang seller bago pinadala. additional comment: wala pang buwan basag na yung tunog,",1,Negative
Sabi ng mr ko my halo raw yung paminta hindi ko nmn alam kung ano. by the way akala ko mganda yung lalagyan d pla masyadow.,3,Neutral
Received product. medyo maingay lang ng konti. Nagagamit ko parin. Gumagana nman sya. di ko lang sure kung bakit di nauubos ang water na nilagay ko,4,Neutral
manipis and yung garner hindi matibay. pag babanatin mo konte eh magka crack,2,Negative
Di naka pack per items mali pa yung kulay navy blue at maroon order ko ang dumating pink at pula nakakaloko kayo dapat i check nyo ng maayos bago nyo i pack sobrang nakakadismaya ginagawa nyo,0,Negative
"Item recieved po. Fast delivery. Kaya lng po yupi yung box, sana po binalot manlng po ng bubble wrap at ung color black po inorder ko pero blue ung dumating. anyways worth naman ung price ng item. maganda po ang tunog pati ung mic okay din. Thank you po seller at kay kuya na nagdeliver.",3,Neutral
"Well packed, hindi naman natapon kaso lang. Ganun ba talaga yung laman ng bote? Almost half na lang ang laman. Tsaka sabi sa reviews maraming freebies. Ang dami ko inorder wala kahit isang freebie. Tapos almost a week pa bago siya dumating kahit gcq naman na. What more kung mecq. Disappointing",0,Negative
"Magnda sya kung sa maganda. medyo hindi lang safe dahil gumagalaw galaw pag inaakyatan at medyo manipis ang ginamit na bakal. Double ingat lang talaga pag ginamit. magaan din ang weight nya. I hope magtagal ito kahit papaano Sa pagbalot maayos naman, no damage at all. Quality lang tlga medyo no no no for me. anyway thank you seller",2,Neutral
Yupi na siya ng dumating. 24 hours bago gumana. May gasgas din yung lower door pero packaging oki naman. Halatang mejo damaged na bago pinack item,1,Negative
"nakita ko agad yung epekto kinaumagahan, paghilamos ko. mabilis magdry nung mga pimples ko.",4,Positive
I gave it 3 star kc hindi ako ganun ka satisfy. Kc ang hirap nya gamitin.,2,Negative
Thank you seller. maganda naman mga tela. sa sizes bit small parang kinulang sa tela. pero ok n din mura lang naman. pambahay.,3,Neutral
Lahat inorder ko 18pcs walang umilaw kahit isa seller pa refund pupunta aq sa store mo,0,Negative
Sira ang mic. Ayaw gumana. Kakakuha lang ng order ngaun hapon.,2,Negative
Irresponsible seller kulang yong items na ipinadala ang,0,Negative
"Nice naman sya, umiilaw naman. kaso ang isa kailangan pang i touch ung sa may sensor nya para umilaw",2,Neutral
Ok ngustuhan ko matagal mlowbat tnx seller and shopeeat sa suki ko ng rider,3,Positive
PHOTO ARE NOT RELATED! akala ko malaki nayung size 28 medyo bitin papo pala,2,Negative
"No Garter. Disappointing lang kasi ineexpect ko may garter yung bedsheet as advertised. Nagbigay lang sila ng separate na suspender garter which I already have. Sana iedit nila ung description ng item kasi medyo misleading. Pero when it comes to the quality of the product, ok naman. Maganda yung tela, makapal. Maganda yung kulay, same lang sa pictures sa ad. Mabilis din na ship.",2,Neutral
I ORDERED 13 TOPS PERO 12 LANG YUNG DUMATING I ALREADY MESSAGE THE SELLER NA SANA WALANG KULANG SA ITEMS PERO PAGDATING NANG PARCEL KULANG NANG ISA EVEN THOUGH CHEAP LANG ANG PRESYO NON PERO DAPAT E COMPLETE NAMAN NILA YUNG ITEMS BAGO E SHIP NAGBABAYAD NANG MAAYOS ANG TAO TAPOS KULANG ANG IBIBIGAY,3,Negative
made of plastic pala sya pero okay lang kasi para siguro pwde sya mabasa. super tagal lang dumating. at may cracked lang un isa.,2,Neutral
Maganda sya at mabilis pa dumating sulit na sulit thank you seller Ang cute pa Ng mga socks,2,Positive
Walang kwenta. Sayang ang pera. Seller next time paki double check ang ipapadalang item sa buyer. Nakaka dismaya!,0,Negative
sa march 2023 na mag- eexpire. di niyo man binenta ng 50% off man lang,1,Negative
De ko pa sya nagagamit kc parang lowbat later na lng pag gumana na sya,2,Neutral
"Nabudol ako sa 5 star rates Parang bumili lang naman ng mini fan, jusko. Sayang pera, hindi naman malakas ang hangin kahit sobrang lamig na ng nilagay na water plus may ice pa.",0,Negative
"Maayos pagka pack, yung red sana trip ko eh kaso naubusan nko dahil naka flash deals, pero ok lang kulay lang naman pinagkaiba same effect lang naman sa anit",4,Positive
Thank u ok nmn sya sana magustuhan ng husband ko thank u,4,Positive
"Maliwanag, effective at sulit yung nabili ko, salamat sa seller",4,Positive
Maganda matagal din ma lobat. Sana di agad mag ka deffect.,4,Positive
"PANGET KAUSAP NG SELLER! HINDI NA AKO OORDER DITO, TAGAL DIN MAG SHIP! UMAY SAYO SELLER!",0,Negative
ok nman po sya nung una kc pmnsan mnsan lng ngamit at sglit lng gngmt ngaun walang pasok drcho ang gamit pero bt ganun nmamatay nkakainis paano ba to?,2,Negative
Ampangit ng damit ka umay ang nipis d man lang pinakapal kapal yung tela pero yung mukha ni seller ang kapal char. Baguhin nyu naman yung item.,0,Negative
Nakakadismaya yung rider 735 lng yung dapat kung bayadan 1000 yung kinuha sa kapatid ko,3,Negative
"We love all the items This keyboard is amazing, ang lambot ng keypads at ang cute ng color. Useful sa online classes ng anak namin Matagal lang ang delivery pero worth it naman Ang affordable sa shop na to, accommodating din sila.",4,Positive
"Jusko, lahat may mantsa! Ititinda to ng tita ko. Ayusin nio naman next time. Di na nga maayos pagkakatahi nyo, puro may mantsa pa.",1,Negative
"Okay naman hndi tlga maerase kpg dry ung skin mo pero pg gmitan mo ng pawis, tubig at kung ano pang liquid jan natatanggal din. At least okay din pangguide sa mga d marunong mglagay",2,Neutral
Okay raw sabi ng kapatid ko. Okay raw sabi ng kapatid ko. Okay raw sabi ng kapatid ko. Okay raw sabi ng kapatid ko. Okay raw sabi ng kapatid ko. Okay raw sabi ng kapatid ko. Kaso yupi yung box,3,Neutral
Tatlong gamit lng sira na agad. Im very disappointed. Marupok pa sa jowa mo.,0,Negative
Di pa makapagreview NG maayos since di pa nagagamit for 1week pero nakakakita ako ng magandang reviews about sa effectiveness NG product na to kaya,3,Positive
dissappointed. full charge yung black pag charge ko automatic 25% deffect bat naman ganun. ok nman ang red na power bank sana na double check b4 shipping nanghihinayang tuloy ako,1,Negative
Okie po sana sia kaso yong hawakan nia natatanggal po.,2,Neutral
Sa pictures at reviews may star sa likod bat ung nareceive ko wla? Tpos akala ko pareho din ung box ng converse pero white plain lang pla disappointed,1,Negative
Tagal dumating. Di ko alam kng gumagana di ko kc alam panu gamitin,3,Negative
Thank you. Ang laki dito na ako lagi bbili sana d mag bago quality po. Will order again. Legit.,4,Positive
Magaganda naman quality ng mga tela ng bawat damit. Nakakadisappoint lang na kulang yung item na nashipped. Sana sinisiguradong kumpleto at tama yung mga item bago iship- out.,1,Neutral
Hindi ako kontinto kasi may halong block ang order ko is 4 na grey pero hinaloan ng dalawang block,4,Negative
"Ang tagal mag charge tapos Hindi nakaka full charge ng IPhone, walang pluslight",1,Negative
Ganda di masyadong makapal di manipis sakto lng worth it sa price tama rin yung size na binigay order ako ulit salamat sa seller at sa rider,4,Positive
hindi nman sya waterproof mabilis din matanggal hindi totoo sayang lang pera,1,Negative
Misleading yung picture ang nakalagay parang eggshell white na beige pero pagdating gray. Sana palitan yung pic para wala mabudol,0,Negative
ang pangit dinman lang lumiit tyan ko its a fake! tapos ang nipis pa ng tela nya mas makapal pa ang so en na panty kaysa dito not worth it,0,Negative
"Ang bilis uminit ng handle at hndi na nakakastraight ng hair. Literal na hair blower sya ang hirap lang gamitin kasi if you choose medim to maximum heat, dba both side have hot air sa device kung gagamitin mo sya sa ilalim ng buhok mo which is in between sa hair and skin mapapaso ka",2,Negative
"Maganda siya, what you see is what you get lalo na sa green kong order. Kaso lang medyo maluwag yung takip niya. Pero salamat pa din seller at tsaka sa rider na mabait and mabilis magreply.",3,Neutral
Mej may dent. Pero maayos naman pagkakabalot at may free bookmark,3,Neutral
"Goods yung item pero mali yung pinadala. Nakakapang hinayang lang, kung ano pa yung gusto mo yun pa wala",0,Neutral
May mali na letter kahit sinabi ko na palitan ang letter L na sana letter S po kapalit at nag ok ang seller. Sa sunod po mag double check po. Bukod don ok naman item good quality.,3,Neutral
Mabilis sya malowbat kahit na almost 6 hrs ko sya charge,1,Negative
Sorry na late mag review. Ok naman yung shorts hnd ko expect yung tela. Kya pla sya mura. May ibang hnd maayos ang tahi nung inner support. Thank you.,3,Neutral
parang basta nalang binigay ni supplier may basag. naglagay ako ng message paki check muna bago ideliver pero thanks parin kay rider nakarating parin sa bahay.,1,Negative
"Kulang Ng Isang knife, ung pinakamahalaga pa Naman Po Ang Wala, ung pink.",0,Negative
"Matagal kong Chinacharge tapos kapag need ko ng gamitin, kakaconnect ko pa Lang. Lowbat na agad. Pang 84 nga lang talaga ang quality)",1,Negative
Okay naman yung item. Working properly naman kaso wala nga lang syang censor tulad ng nakalagay sa ads nya. Sana lang matagal.,2,Neutral
"Sobrang tagal bago na ship yung product, and wala man lang response si seller. And yung tripod may sira yung isa niyang paa and medyo may depresiya yung phone holder pero okay lang kasi sobrang mura lang naman. Sobrang tagal lang talaga bago na ship.",1,Negative
"Sa murang halaga may isang box ka na ng batteries. Useful sa mga remote, battery operated candles, wireless mouse, tsaka kung anu ano pa. Sulit na sulit",4,Positive
Sira po ung binigay niong item. Hindi magandang services,1,Negative
"Hindi gumagana yung pinadala niyong product sa akin, nagrequest ako ng return/ refund pero nireject niyo",0,Negative
"Legit po sya may pa freebies din po sila. Packaging is good naka bubble wrap po Medyo disappointing po yung dumating sakin kasi nakabukas po yung isa. Dahil na din siguro sa malayong byahe, at ng sorry din naman sila. Thank you po",3,Neutral
Maganda ang item. kaso hindi nasunod ang Order ko na white w/ Gold. ang Pinadala sakin ni SELLER ay BLACK. SILA ANG NASUNOD. grabe kayo. KELAN pa NASUNOD ANG NAGTITINDA SA BUMIBILI. Dapat nagchat kayo na wala yung order ko. para nakahanap ako ng gusto kong RELO. Ayan 1 STAR lang kayo sakin. Ngayon lang ako nabigo.,1,Negative
First time ko umorder na may sira yung bottle or baka incorrect lang talaga yung pagkabalot ni seller. Ok na lang din kasi naka sale naman and maraming freebies.,3,Neutral
"Hindi nasunod yung kulay na gusto ko, kakainis! Ang nipis ng tela,",2,Negative
sayang ang pera walang kwenta ang warranty nila dahil wala daw dito sa Pilipinas ng LCD ng product na to. sayang lang hindi manlang sila nagawa ng paraan para matulungan nila customer nila.,1,Negative
Wlaang kwenta! Di nag reeeply yung seller pag my sira ang product!,0,Negative
"Ok na Sana mabilis dumating maganda Ang products nila kaso may sakit ata sa Mata Taga pag pack color blind siguro sa apat na order ko 2 lang Ang taman block at navy blue lang yong 2 imbis white at light brown naging maroon at green, pero salamat padin thank you seller at Kay kuya driver, hope na ayusin nyo service nyo para d ma disappointe buyer nyo, god bless you",2,Neutral
"Hindi siya oversized, normal na tshirt lang siya. Iba ang nasa photo sa dumating na delivery. Tela is parang dry fit na may pagkacotton, nagorder na ko ng ganito dati pero iba ang dineliver ngayon.",4,Negative
Okay na sana ehh kaso yung isa tumatagas yung juice,0,Negative
Got my order ang ganda. Sana di sya agad mag fade. A bit disappointed lang kase di sya garterized as stated sa description. Nadelay lang delivery but understandable naman since malakas talaga ulan. Salute riders! Thank you,3,Neutral
hwusjs gandaa nya pero dapat babagay sayo bastat pogi ka,3,Positive
Good naman yung tv. Mabagal lang yung delivery. Saka di masyado accomodating yung seller. Tagal mag reply. Nonetheless okay naman yung tv. Malinaw naman.,3,Neutral
Ewan ko lang pero bukas yun bear cookies. Pero kumpleto naman lahat ng item. Bukas nga lang Thank you po,3,Neutral
Kulang kulang magpadala ung seller para makarefund ka report mo lang sa shoppee kaso mautak seller bababaan price di mo marerefund ung buong binayad mo. Sayang talaga,0,Negative
First time user po. Complete po lahat order ko at sakto. Salamat sa naghatid sa bahay ng order ko. Pag hiyang kami nito oorder ulit kami ng sister inlaw ko,1,Positive
"This is already my 3rd purchase at metro sunnies, and so far ito ung pinaka fave koo, i really loved it magagamit ko na ung cupons para mapapalitan ko ung lens with grade thank you so much Metro! this is very legit kasi nawawala sakit ng ulo ko once i wear the glasses kaya dito lang ako nabili.",4,Positive
Di nasama un isang takip sa paa nun tripod. Di nasama un isang takip sa paa nun tripod. Di nasama un isang takip sa paa nun tripod.,2,Negative
"Maliit lang pala talaga sa personal. But it’ s okay for its price. Kaso I ordered black, and red yung nareceive ko. It would’ ve been nice kung nagmessage muna sana si seller to let me know. Plus may yupi yung handle. Buti na lang kumpleto, may kasamang phone holder.",3,Neutral
